sentence,num_words,google_language,stopwords_language,book_name
His translation of the First Part was very hastily made and  was never revised by him.,17,{'en': 0.9999968042753634},"{'dutch': 2, 'english': 7, 'german': 1}",don_quixote
"It has all the freshness and vigour, but also a  full measure of the faults, of a hasty production.",20,{'en': 0.9999962612738131},"{'italian': 2, 'spanish': 2, 'portuguese': 1, 'hungarian': 1, 'english': 7, 'dutch': 1, 'german': 1}",don_quixote
It is often very  literal--barbarously literal frequently--but just as often very loose.,13,{'en': 0.9999976051427216},"{'dutch': 1, 'english': 5, 'french': 1, 'portuguese': 1}",don_quixote
"He  had evidently a good colloquial knowledge of Spanish, but apparently not  much more.",16,{'en': 0.9999966975848704},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 6, 'dutch': 2}",don_quixote
It never seems to occur to him that the same translation of a  word will not suit in every case.,21,{'en': 0.9999975320614113},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 10, 'dutch': 2, 'german': 2}",don_quixote
"It is often said that we have no satisfactory translation of ""Don  Quixote"".",14,{'en': 0.9999960421689823},"{'norwegian': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'english': 6, 'spanish': 1}",don_quixote
"To those who are familiar with the original, it savours of  truism or platitude to say so, for in truth there can be no thoroughly  satisfactory translation of ""Don Quixote"" into English or any other  language.",39,{'en': 0.9999973726794545},"{'italian': 1, 'norwegian': 3, 'portuguese': 2, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 19, 'spanish': 1, 'german': 2}",don_quixote
"It is not that the Spanish idioms are so utterly unmanageable,  or that the untranslatable words, numerous enough no doubt, are so  superabundant, but rather that the sententious terseness to which the  humour of the book owes its flavour is peculiar to Spanish, and can at  best be only distantly imitated in any other tongue.",59,{'en': 0.9999960337311407},"{'italian': 1, 'norwegian': 3, 'portuguese': 1, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 21, 'spanish': 1, 'german': 2}",don_quixote
"The history of our English translations of ""Don Quixote"" is instructive.",11,{'en': 0.999996111327879},"{'dutch': 2, 'english': 3}",don_quixote
"Shelton's, the first in any language, was made, apparently, about 1608,  but not published till 1612.",17,{'en': 0.999998949574121},"{'italian': 1, 'dutch': 2, 'french': 1, 'hungarian': 1, 'english': 8, 'swedish': 1, 'german': 2}",don_quixote
This of course was only the First Part.,8,{'en': 0.9999982622450487},"{'dutch': 2, 'english': 4, 'german': 1}",don_quixote
"It  has been asserted that the Second, published in 1620, is not the work of  Shelton, but there is nothing to support the assertion save the fact that  it has less spirit, less of what we generally understand by ""go,"" about  it than the first, which would be only natural if the first were the work  of a young man writing currente calamo, and the second that of a  middle-aged man writing for a bookseller.",81,{'en': 0.9999978584645},"{'italian': 2, 'norwegian': 2, 'swedish': 1, 'portuguese': 2, 'dutch': 3, 'danish': 2, 'hungarian': 2, 'english': 25, 'spanish': 2, 'german': 2}",don_quixote
"On the other hand, it is closer  and more literal, the style is the same, the very same translations, or  mistranslations, occur in it, and it is extremely unlikely that a new  translator would, by suppressing his name, have allowed Shelton to carry  off the credit.",50,{'en': 0.9999965501615269},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'danish': 1, 'hungarian': 1, 'english': 17, 'dutch': 2, 'german': 1}",don_quixote
"In 1687 John Phillips, Milton's nephew, produced a ""Don Quixote"" ""made  English,"" he says, ""according to the humour of our modern language"".",23,{'en': 0.9999977127022417},"{'italian': 1, 'spanish': 2, 'french': 1, 'portuguese': 1, 'finnish': 1, 'hungarian': 2, 'english': 7, 'dutch': 1}",don_quixote
"His  ""Quixote"" is not so much a translation as a travesty, and a travesty that  for coarseness, vulgarity, and buffoonery is almost unexampled even in  the literature of that day.",33,{'en': 0.9999981864880889},"{'italian': 2, 'norwegian': 2, 'french': 1, 'portuguese': 3, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 11, 'spanish': 1, 'german': 2}",don_quixote
"Ned Ward's ""Life and Notable Adventures of Don Quixote, merrily  translated into Hudibrastic Verse"" (1700), can scarcely be reckoned a  translation, but it serves to show the light in which ""Don Quixote"" was  regarded at the time.",40,{'en': 0.9999969158551559},"{'italian': 2, 'norwegian': 1, 'french': 1, 'portuguese': 1, 'dutch': 3, 'danish': 1, 'hungarian': 3, 'english': 15, 'spanish': 1, 'german': 2}",don_quixote
"A further illustration may be found in the version published in 1712 by  Peter Motteux, who had then recently combined tea-dealing with  literature.",25,{'en': 0.9999970974171525},"{'italian': 1, 'dutch': 2, 'hungarian': 1, 'english': 9, 'german': 1}",don_quixote
"It is described as ""translated from the original by several  hands,"" but if so all Spanish flavour has entirely evaporated under the  manipulation of the several hands.",29,{'en': 0.9999974207191229},"{'italian': 1, 'norwegian': 1, 'french': 1, 'swedish': 1, 'portuguese': 1, 'dutch': 2, 'danish': 1, 'english': 12, 'spanish': 1, 'german': 1}",don_quixote
"The flavour that it has, on the other  hand, is distinctly Franco-cockney.",13,{'en': 0.9999972013641696},"{'spanish': 1, 'finnish': 1, 'english': 7, 'dutch': 1, 'french': 1}",don_quixote
"Anyone who compares it carefully with  the original will have little doubt that it is a concoction from Shelton  and the French of Filleau de Saint Martin, eked out by borrowings from  Phillips, whose mode of treatment it adopts.",42,{'en': 0.9999979954524769},"{'spanish': 2, 'portuguese': 2, 'danish': 2, 'turkish': 1, 'dutch': 3, 'german': 1, 'italian': 1, 'norwegian': 1, 'french': 1, 'hungarian': 2, 'english': 14, 'swedish': 1}",don_quixote
"It is, to be sure, more  decent and decorous, but it treats ""Don Quixote"" in the same fashion as a  comic book that cannot be made too comic.",30,{'en': 0.9999959719451572},"{'italian': 2, 'spanish': 1, 'french': 1, 'portuguese': 2, 'hungarian': 2, 'english': 14, 'dutch': 2, 'german': 1}",don_quixote
"To attempt to improve the humour of ""Don Quixote"" by an infusion of  cockney flippancy and facetiousness, as Motteux's operators did, is not  merely an impertinence like larding a sirloin of prize beef, but an  absolute falsification of the spirit of the book, and it is a proof of  the uncritical way in which ""Don Quixote"" is generally read that this  worse than worthless translation--worthless as failing to represent,  worse than worthless as misrepresenting--should have been favoured as it  has been.",88,{'en': 0.9999971195121682},"{'italian': 2, 'spanish': 2, 'french': 2, 'portuguese': 2, 'danish': 1, 'hungarian': 2, 'english': 23, 'dutch': 3, 'german': 2}",don_quixote
"It had the effect, however, of bringing out a translation undertaken and  executed in a very different spirit, that of Charles Jervas, the portrait  painter, and friend of Pope, Swift, Arbuthnot, and Gay.",35,{'en': 0.9999969336509272},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 1, 'english': 9, 'dutch': 3, 'german': 1}",don_quixote
"Jervas has been  allowed little credit for his work, indeed it may be said none, for it is  known to the world in general as Jarvis's.",28,{'en': 0.9999968885099126},"{'italian': 1, 'norwegian': 1, 'french': 2, 'portuguese': 2, 'dutch': 2, 'danish': 1, 'hungarian': 2, 'english': 12, 'spanish': 1, 'german': 1}",don_quixote
"It was not published until  after his death, and the printers gave the name according to the current  pronunciation of the day.",24,{'en': 0.9999986033009687},"{'dutch': 2, 'english': 9, 'german': 1}",don_quixote
It has been the most freely used and the most  freely abused of all the translations.,17,{'en': 0.9999981175942733},"{'italian': 1, 'spanish': 1, 'hungarian': 1, 'english': 7, 'dutch': 1}",don_quixote
"It has seen far more editions than  any other, it is admitted on all hands to be by far the most faithful,  and yet nobody seems to have a good word to say for it or for its author.",41,{'en': 0.9999979757077188},"{'italian': 2, 'norwegian': 1, 'finnish': 1, 'french': 1, 'portuguese': 2, 'dutch': 1, 'danish': 2, 'hungarian': 3, 'english': 20, 'spanish': 2}",don_quixote
"Jervas no doubt prejudiced readers against himself in his preface, where  among many true words about Shelton, Stevens, and Motteux, he rashly and  unjustly charges Shelton with having translated not from the Spanish, but  from the Italian version of Franciosini, which did not appear until ten  years after Shelton's first volume.",55,{'en': 0.9999974205446922},"{'italian': 1, 'spanish': 2, 'french': 1, 'portuguese': 1, 'dutch': 2, 'finnish': 1, 'hungarian': 1, 'english': 21, 'norwegian': 1, 'german': 1}",don_quixote
"A suspicion of incompetence, too,  seems to have attached to him because he was by profession a painter and  a mediocre one (though he has given us the best portrait we have of  Swift), and this may have been strengthened by Pope's remark that he  ""translated 'Don Quixote' without understanding Spanish"".",55,{'en': 0.9999974994980032},"{'italian': 1, 'spanish': 3, 'finnish': 1, 'french': 1, 'portuguese': 1, 'danish': 1, 'hungarian': 2, 'english': 18, 'dutch': 2, 'german': 1}",don_quixote
"He has been  also charged with borrowing from Shelton, whom he disparaged.",13,{'en': 0.9999968640381518},"{'spanish': 2, 'english': 6, 'finnish': 1, 'german': 1}",don_quixote
"It is true  that in a few difficult or obscure passages he has followed Shelton, and  gone astray with him; but for one case of this sort, there are fifty  where he is right and Shelton wrong.",40,{'en': 0.9999947749971416},"{'italian': 2, 'norwegian': 1, 'finnish': 1, 'portuguese': 2, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 18, 'spanish': 3, 'german': 1}",don_quixote
"As for Pope's dictum, anyone who  examines Jervas's version carefully, side by side with the original, will  see that he was a sound Spanish scholar, incomparably a better one than  Shelton, except perhaps in mere colloquial Spanish.",40,{'en': 0.9999974400447753},"{'italian': 2, 'norwegian': 1, 'finnish': 1, 'french': 1, 'portuguese': 2, 'dutch': 2, 'danish': 1, 'hungarian': 2, 'english': 13, 'spanish': 2, 'german': 3}",don_quixote
"He was, in fact, an  honest, faithful, and painstaking translator, and he has left a version  which, whatever its shortcomings may be, is singularly free from errors  and mistranslations.",32,{'en': 0.9999968460478941},"{'italian': 2, 'spanish': 3, 'portuguese': 1, 'finnish': 1, 'hungarian': 2, 'english': 12, 'dutch': 3, 'german': 3}",don_quixote
"The charge against it is that it is stiff, dry--""wooden"" in a word,-and  no one can deny that there is a foundation for it.",25,{'en': 0.9999954967533875},"{'italian': 2, 'norwegian': 2, 'portuguese': 3, 'dutch': 2, 'danish': 1, 'hungarian': 1, 'english': 11, 'spanish': 2, 'german': 1}",don_quixote
"But it may be pleaded  for Jervas that a good deal of this rigidity is due to his abhorrence of  the light, flippant, jocose style of his predecessors.",30,{'en': 0.9999966358489126},"{'italian': 1, 'norwegian': 1, 'portuguese': 2, 'dutch': 2, 'danish': 1, 'hungarian': 2, 'english': 11, 'spanish': 1}",don_quixote
"He was one of the  few, very few, translators that have shown any apprehension of the  unsmiling gravity which is the essence of Quixotic humour; it seemed to  him a crime to bring Cervantes forward smirking and grinning at his own  good things, and to this may be attributed in a great measure the ascetic  abstinence from everything savouring of liveliness which is the  characteristic of his translation.",74,{'en': 0.9999977570224785},"{'italian': 2, 'norwegian': 1, 'portuguese': 1, 'dutch': 4, 'danish': 2, 'hungarian': 2, 'english': 22, 'spanish': 1, 'german': 2}",don_quixote
"In most modern editions, it should be  observed, his style has been smoothed and smartened, but without any  reference to the original Spanish, so that if he has been made to read  more agreeably he has also been robbed of his chief merit of fidelity.",48,{'en': 0.9999968938725662},"{'dutch': 1, 'german': 2, 'finnish': 1, 'hungarian': 2, 'english': 18, 'spanish': 2, 'norwegian': 1}",don_quixote
"Smollett's version, published in 1755, may be almost counted as one of  these.",14,{'en': 0.9999983839280324},"{'italian': 1, 'dutch': 2, 'french': 2, 'portuguese': 1, 'hungarian': 2, 'english': 6, 'german': 1}",don_quixote
"At any rate it is plain that in its construction Jervas's  translation was very freely drawn upon, and very little or probably no  heed given to the original Spanish.",31,{'en': 0.9999971617522738},"{'italian': 1, 'spanish': 1, 'french': 1, 'portuguese': 1, 'dutch': 3, 'hungarian': 1, 'english': 14, 'norwegian': 1, 'german': 2}",don_quixote
The later translations may be dismissed in a few words.,10,{'en': 0.9999967455595357},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 2, 'english': 4, 'dutch': 1, 'german': 1}",don_quixote
"George Kelly's,  which appeared in 1769, ""printed for the Translator,"" was an impudent  imposture, being nothing more than Motteux's version with a few of the  words, here and there, artfully transposed; Charles Wilmot's (1774) was  only an abridgment like Florian's, but not so skilfully executed; and the  version published by Miss Smirke in 1818, to accompany her brother's  plates, was merely a patchwork production made out of former  translations.",76,{'en': 0.9999977711626549},"{'italian': 2, 'norwegian': 3, 'hungarian': 2, 'french': 1, 'portuguese': 2, 'dutch': 3, 'danish': 2, 'turkish': 1, 'english': 25, 'spanish': 1, 'german': 4}",don_quixote
"On the latest, Mr. A. J. Duffield's, it would be in every  sense of the word impertinent in me to offer an opinion here.",25,{'en': 0.9999956792785271},"{'italian': 1, 'spanish': 1, 'french': 2, 'portuguese': 1, 'dutch': 3, 'finnish': 1, 'hungarian': 2, 'english': 10, 'norwegian': 1, 'german': 2}",don_quixote
"I had not  even seen it when the present undertaking was proposed to me, and since  then I may say vidi tantum, having for obvious reasons resisted the  temptation which Mr. Duffield's reputation and comely volumes hold out to  every lover of Cervantes.",47,{'en': 0.9999991868119804},"{'norwegian': 2, 'finnish': 1, 'french': 2, 'portuguese': 2, 'dutch': 4, 'danish': 1, 'hungarian': 1, 'english': 16, 'spanish': 1, 'german': 1}",don_quixote
"From the foregoing history of our translations of ""Don Quixote,"" it will  be seen that there are a good many people who, provided they get the mere  narrative with its full complement of facts, incidents, and adventures  served up to them in a form that amuses them, care very little whether  that form is the one in which Cervantes originally shaped his ideas.",67,{'en': 0.9999976645517469},"{'italian': 2, 'spanish': 1, 'portuguese': 1, 'hungarian': 2, 'english': 23, 'dutch': 3, 'german': 2}",don_quixote
"On  the other hand, it is clear that there are many who desire to have not  merely the story he tells, but the story as he tells it, so far at least  as differences of idiom and circumstances permit, and who will give a  preference to the conscientious translator, even though he may have  acquitted himself somewhat awkwardly.",63,{'en': 0.9999979578590552},"{'italian': 1, 'norwegian': 2, 'finnish': 1, 'french': 1, 'portuguese': 2, 'dutch': 2, 'danish': 2, 'hungarian': 1, 'english': 21, 'spanish': 2, 'german': 2}",don_quixote
"But after all there is no real antagonism between the two classes; there  is no reason why what pleases the one should not please the other, or why  a translator who makes it his aim to treat ""Don Quixote"" with the respect  due to a great classic, should not be as acceptable even to the careless  reader as the one who treats it as a famous old jest-book.",72,{'en': 0.9999987091968451},"{'italian': 2, 'dutch': 1, 'french': 1, 'portuguese': 3, 'hungarian': 2, 'english': 21, 'spanish': 2, 'norwegian': 1}",don_quixote
"It is not a  question of caviare to the general, or, if it is, the fault rests with  him who makes so.",24,{'en': 0.9999977292440126},"{'italian': 1, 'spanish': 1, 'portuguese': 1, 'dutch': 2, 'hungarian': 1, 'english': 13, 'norwegian': 1, 'german': 1}",don_quixote
"The method by which Cervantes won the ear of the  Spanish people ought, mutatis mutandis, to be equally effective with the  great majority of English readers.",28,{'en': 0.9999972446176703},"{'dutch': 1, 'hungarian': 1, 'english': 8}",don_quixote
"At any rate, even if there are readers  to whom it is a matter of indifference, fidelity to the method is as much  a part of the translator's duty as fidelity to the matter.",36,{'en': 0.9999964389437248},"{'italian': 1, 'spanish': 1, 'french': 2, 'portuguese': 2, 'hungarian': 2, 'english': 13, 'dutch': 2}",don_quixote
"If he can  please all parties, so much the better; but his first duty is to those  who look to him for as faithful a representation of his author as it is  in his power to give them, faithful to the letter so long as fidelity is  practicable, faithful to the spirit so far as he can make it.",63,{'en': 0.9999988017160333},"{'italian': 3, 'norwegian': 2, 'finnish': 1, 'french': 1, 'portuguese': 3, 'dutch': 3, 'danish': 1, 'hungarian': 1, 'english': 19, 'spanish': 2, 'german': 2}",don_quixote
"My purpose here is not to dogmatise on the rules of translation, but to  indicate those I have followed, or at least tried to the best of my  ability to follow, in the present instance.",37,{'en': 0.9999973774732844},"{'italian': 1, 'dutch': 3, 'finnish': 1, 'french': 1, 'danish': 2, 'english': 14, 'norwegian': 1, 'german': 1}",don_quixote
